text,label
마포구 서교동에 있는 이비인후과 어디 있니,2
마포구 서교동 이비인후과 어디 있니?,2
마포구 서교동 이비인후과 알려주라,2
가정의학과과 알고 싶다,2
가정의학과과가 알고 싶다,2
가정의학과과가 어디에 있는지 알고 싶어요,2
가정의학과과 위치 알고 싶습니다,2
가정의학과과 위치 알려저,2
가정의학과과 알려줘,2
가정의학과과 추천해줘,2
가정의학과과 알려주라,2
홍익대 이비인후과 알려줘,2
이비인후과,2
상수역 쪽 이비인후과 알려줘,2
상수역 부근 이비인후과 알려줄래?,2
상수역 주변 이비인후과 알려주세요,2
상수역 이비인후과이 알고 싶어,2
상수역이랑 가까운 이비인후과 알고 싶어,2
상수역이랑 가까운 이비인후과 원해,2
상수역 가까운 이비인후과 알려줘,2
홍대입구역과 가까운 이비인후과 알려주라,2
홍대입구역이랑 가까운 이비인후과 알려주라,2
홍대입구역 부근 이비인후과 알려주세요,2
홍대 이비인후과 위치 알려주세요,2
홍대 이비인후과 어디에 있니?,2
홍대 이비인후과 어디쯤 있어?,2
홍익대학교 이비인후과 어디 있어?,2
마포구 이비인후과 추천해줘,2
홍익대학교 주변 이비인후과은 어디에 있을까요?,2
내 주변 이비인후과 알려줘,2
주변 산부인과 알려줘,2
근처 산부인과 알려줘,2
근처 산부인과 위치 알려줘,2
주변 산부인과 위치 알려줘,2
주변 산부인과 알려주라,2
주변 산부인과 위치 알려주라,2
주변 산부인과 위치 부탁드립니다,2
홍익대학교 근처 이비인후과 위치 알려주세요,2
홍익대학교 이비인후과 알려주세요,2
홍대 이비인후과 알려주세요,2
홍대 이비인후과 부탁드립니다,2
홍대입구역 근처 이비인후과 위치 부탁드려요,2
상상마당 주변 이비인후과 알려줘,2
나와 제일 가까운 이비인후과 알려줘,2
나와 제일 가까운 이비인후과 위치 알려줘,2
제일 가까운 비뇨기과 알려줘,2
제일 가까운 비뇨기과 위치 알려줘,2
제일 가까운 비뇨기과 추천해줘,2
제일 가까운 비뇨기과 알고 싶어,2
가까운 비뇨기과 추천해줘,2
가까운 비뇨기과 알려줘 ,2
최단거리 비뇨기과과알려줘,2
상수역에서 제일 가까운 이비인후과 알려줘,2
홍익대학교에서 가장 가까운 이비인후과 알려줘,2
근처 치과 위치 알려주세요,2
근처 치과 알려주세요,2
내 주변 치과 어디있는지 알려줘,2
내 주변 치과 어디에 있어?,2
마포구 치과 알려줄래?,2
아 홍대 치과 위치 알려줄래?,2
홍대 근처 치과이 어디에 있니?,2
홍대 근처 치과이 어디 있어?,2
홍대 근처 치과 좀 알려주세요,2
홍대 치과 추천해줘,2
홍익대학교 근처 치과 알고 싶어,2
홍익대학교 치과 알고 싶어,2
홍대입구 주변 치과 알고 싶어,2
홍익대학교 주변 치과 알 수 있을까?,2
홍대 주변 치과 알 수 있을까?,2
홍익대학교 치과 추천 해주세요,2
홍익대 근처 치과 추천해주세요,2
마포구 동교동 치과 알려주라,2
마포구 동교동에 있는 치과 알려줘,2
마포구 서교동에 있는 치과 어디 있니,2
마포구 서교동 치과 어디 있니?,2
마포구 서교동 치과 알려주라,2
응급실 알고 싶다,2
응급실이 알고 싶다,2
응급실가 어디에 있는지 알고 싶어요,2
응급실 위치 알고 싶습니다,2
응급실 위치 알려저,2
응급실 알려줘,2
응급실 추천해줘,2
응급실 알려주라,2
홍익대 치과 알려줘,2
치과,2
상수역 쪽 치과 알려줘,2
상수역 부근 치과 알려줄래?,2
상수역 주변 치과 알려주세요,2
상수역 치과이 알고 싶어,2
상수역이랑 가까운 치과 알고 싶어,2
상수역이랑 가까운 치과 원해,2
상수역 가까운 치과 알려줘,2
홍대입구역과 가까운 치과 알려주라,2
홍대입구역이랑 가까운 치과 알려주라,2
홍대입구역 부근 치과 알려주세요,2
홍대 치과 위치 알려주세요,2
홍대 치과 어디에 있니?,2
홍대 치과 어디쯤 있어?,2
홍익대학교 치과 어디 있어?,2
마포구 치과 추천해줘,2
홍익대학교 주변 치과은 어디에 있을까요?,2
내 주변 치과 알려줘,2
주변 치과 알려줘,2
근처 치과 알려줘,2
근처 치과 위치 알려줘,2
주변 치과 위치 알려줘,2
주변 치과 알려주라,2
주변 치과 위치 알려주라,2
주변 치과 위치 부탁드립니다,2
홍익대학교 근처 치과 위치 알려주세요,2
홍익대학교 치과 알려주세요,2
홍대 치과 알려주세요,2
홍대 치과 부탁드립니다,2
홍대입구역 근처 치과 위치 부탁드려요,2
상상마당 주변 치과 알려줘,2
나와 제일 가까운 소아과 알려줘,2
나와 제일 가까운 소아과 위치 알려줘,2
제일 가까운 소아과 알려줘,2
제일 가까운 소아과 위치 알려줘,2
제일 가까운 소아과 추천해줘,2
제일 가까운 소아과 알고 싶어,2
가까운 치과 추천해줘,2
가까운 치과 알려줘 ,2
최단거리 치과 알려줘,2
상수역에서 제일 가까운 치과 알려줘,2
홍익대학교에서 가장 가까운 치과 알려줘,2
근처 안과 위치 알려주세요,2
근처 안과 알려주세요,2
내 주변 안과 어디있는지 알려줘,2
내 주변 안과 어디에 있어?,2
마포구 안과 알려줄래?,2
아 홍대 안과 위치 알려줄래?,2
홍대 근처 안과이 어디에 있니?,2
홍대 근처 안과이 어디 있어?,2
홍대 근처 안과 좀 알려주세요,2
홍대 안과 추천해줘,2
홍익대학교 근처 안과 알고 싶어,2
홍익대학교 안과 알고 싶어,2
홍대입구 주변 안과 알고 싶어,2
홍익대학교 주변 안과 알 수 있을까?,2
홍대 주변 안과 알 수 있을까?,2
홍익대학교 안과 추천 해주세요,2
홍익대 근처 안과 추천해주세요,2
마포구 동교동 안과 알려주라,2
마포구 동교동에 있는 안과 알려줘,2
마포구 서교동에 있는 안과 어디 있니,2
마포구 서교동 안과 어디 있니?,2
마포구 서교동 안과 알려주라,2
안과 알고 싶다,2
안과이 알고 싶다,2
안과이 어디에 있는지 알고 싶어요,2
안과 위치 알고 싶습니다,2
안과 위치 알려저,2
안과 알려줘,2
안과 추천해줘,2
안과 알려주라,2
홍익대 안과 알려줘,2
안과,2
상수역 쪽 안과 알려줘,2
상수역 부근 안과 알려줄래?,2
상수역 주변 안과 알려주세요,2
상수역 안과이 알고 싶어,2
상수역이랑 가까운 안과 알고 싶어,2
상수역이랑 가까운 안과 원해,2
상수역 가까운 안과 알려줘,2
홍대입구역과 가까운 안과 알려주라,2
홍대입구역이랑 가까운 안과 알려주라,2
홍대입구역 부근 안과 알려주세요,2
홍대 안과 위치 알려주세요,2
홍대 안과 어디에 있니?,2
홍대 안과 어디쯤 있어?,2
홍익대학교 안과 어디 있어?,2
마포구 안과 추천해줘,2
홍익대학교 주변 안과는 어디에 있을까요?,2
내 주변 안과 알려줘,2
주변 안과 알려줘,2
근처 안과 알려줘,2
근처 안과 위치 알려줘,2
주변 안과 위치 알려줘,2
주변 안과 알려주라,2
주변 안과 위치 알려주라,2
주변 안과 위치 부탁드립니다,2
홍익대학교 근처 안과 위치 알려주세요,2
홍익대학교 안과 알려주세요,2
홍대 안과 알려주세요,2
홍대 안과 부탁드립니다,2
홍대입구역 근처 안과 위치 부탁드려요,2
상상마당 주변 안과 알려줘,2
나와 제일 가까운 안과 알려줘,2
나와 제일 가까운 안과 위치 알려줘,2
제일 가까운 안과 알려줘,2
제일 가까운 안과 추천해줘,2
가까운 안과 추천해줘,2
가까운 안과 알려줘 ,2
최단거리 안과 알려줘,2
상수역에서 제일 가까운 안과 알려줘,2
홍익대학교에서 가장 가까운 안과 알려줘,2
주변 외과 알려줘,2
근처 외과 알려줘,2
근처 외과 위치 알려줘,2
주변 외과 위치 알려줘,2
주변 외과 알려주라,2
주변 외과 위치 알려주라,2
주변 외과 위치 부탁드립니다,2
홍익대학교 근처 외과 위치 알려주세요,2
홍익대학교 외과 알려주세요,2
홍대 외과 알려주세요,2
홍대 외과 부탁드립니다,2
주변 내과 알려줘,2
근처 내과 알려줘,2
근처 내과 위치 알려줘,2
주변 내과 위치 알려줘,2
주변 내과 알려주라,2
주변 내과 위치 알려주라,2
주변 내과 위치 부탁드립니다,2
홍익대학교 근처 치과 위치 알려주세요,2
홍익대학교 치과 알려주세요,2
홍대 치과 알려주세요,2
홍대 치과 부탁드립니다,2
주변 정신과 알려줘,2
근처 정신과 알려줘,2
근처 정신과 위치 알려줘,2
주변 정신과 위치 알려줘,2
주변 정신과 알려주라,2
주변 정신과 위치 알려주라,2
주변 정신과 위치 부탁드립니다,2
홍익대학교 근처 정신과 위치 알려주세요,2
홍익대학교 정신과 알려주세요,2
홍대 정신과 알려주세요,2
홍대 정신과 부탁드립니다,2
홍대 응급실 부탁드립니다,2
주변 신경과 알려줘,2
근처 신경과 알려줘,2
근처 신경과 위치 알려줘,2
주변 신경과 위치 알려줘,2
주변 신경과 알려주라,2
주변 응급실 위치 알려주라,2
주변 응급실 위치 부탁드립니다,2
홍익대학교 근처 응급실 위치 알려주세요,2
홍익대학교 응급실 알려주세요,2
홍대 응급실 알려주세요,2
홍대 응급실 부탁드립니다,2
홍대 소아과 알려주세요,2
홍대 소아과 부탁드립니다,2
홍대 소아과 부탁드립니다,2
주변 소아과 알려줘,2
근처 소아과 알려줘,2
근처 피부과 위치 알려줘,2
주변 피부과 위치 알려줘,2
주변 피부과 알려주라,2
주변 피부과 위치 알려주라,2
주변 피부과 위치 부탁드립니다,2
이부프로펜의 부작용은 무엇인가요?,3
아세틸살리실산의 부작용이 뭐야?,3
아세트아미노펜의 부작용 알려줄래?,3
세레콕시브의 부작용 알려줘.,3
스트렙실의 부작용이 어떻게 돼?,3
오르리스타트의 부작용에 대해 설명해줄래?,3
이가탄의 부작용에 대해 설명해줘.,3
영양제의 어떤 부작용이 있을까?,3
A의 부작용에 대해 알고 싶어.,3
B의 부작용에 대해서 궁금해.,3
C의 부작용은 어떤 것이 있을까?,3
가의 부작용에 대해 알려줘.,3
나의 부작용에 대해서 알려주세요.,3
다의 부작용에 대해서 알려주라.,3
라의 부작용에 대한 질문.,3
마의 부작용은?,3
바의 부작용이 뭐야?,3
항생제 부작용,3
사을 먹었을 때 생길 수 있는 문제가 뭐야?,3
아을 먹었을 때 생길 수 있는 문제를 알려줄래?,3
자을 먹었을 때 생길 수 있는 문제를 알려줘.,3
차을 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
카을 먹었을 때 생길 수 있는 문제에 대해 설명해줄래?,3
타을 먹었을 때 생길 수 있는 문제에 대해 설명해줘.,3
파을 먹었을 때 생길 수 있는 문제는 어떤 것이 있을까?,3
하을 먹었을 때 어떤  문제가 발생할까?,3
타이레놀을 먹었을 때 생길 수 있는 문제에 대해 알고 싶어.,3
이부프로펜 부작용은 무엇인가요?,3
이지엔 부작용이 뭐야?,3
아스피린 부작용 알려줄래?,3
알보칠 부작용 알려줘.,3
타미플루 부작용이 어떻게 돼?,3
엘리멘탈 부작용에 대해 설명해줄래?,3
콜대원 부작용에 대해 설명해줘.,3
스타벅스 어떤 부작용이 있을까?,3
이부프로펜 부작용에 대해 알고 싶어.,3
C 부작용에 대해서 궁금해.,3
D 부작용은 어떤 것이 있을까?,3
E 부작용에 대해 알려줘.,3
F 부작용에 대해서 알려주세요.,3
g 부작용에 대해서 알려주라.,3
포리버연질캡슐 부작용에 대한 질문.,3
마그온플러스연질캡슐 부작용은?,3
서큐실산정 부작용이 뭐야?,3
듀카브플러스정 부작용 알려줘,3
페노제티브정 부작용이 궁금해,3
이부브롬 부작용,3
페낙손정 먹었을 때 생길 수 있는 문제가 뭐야?,3
라베콤비정 먹었을 때 생길 수 있는 문제를 알려줄래?,3
에페신에이스 먹었을 때 생길 수 있는 문제를 알려줘.,3
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
한림디스트 먹었을 때 생길 수 있는 문제에 대해 설명해줄래?,3
지엘디에노게스트 먹었을 때 생길 수 있는 문제에 대해 설명해줘.,3
비디엠 먹었을 때 생길 수 있는 문제는 어떤 것이 있을까?,3
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
알진텍정 먹었을 때 생길 수 있는 문제에 대해 알고 싶어.,3
이부프로펜의 부작용 알려줘,3
아세틸살리실산의 부작용이 뭔지 알려줘?,3
아세트아미노펜의 부작용 알려줄래?,3
세레콕시브의 부작용 알려줘.,3
스트렙실의 부작용이 어떻게 되는지 알려줘,3
오르리스타트의 부작용에 대해 설명해줄래?,3
이가탄의 부작용에 대해 알려줘.,3
영양제의 어떤 부작용이 있을지 알려줄래?,3
A의 부작용에 대해 알고 싶어.,3
B의 부작용에 대해서 알려줘.,3
C의 부작용은 어떤 것이 있을까?,3
가의 부작용에 대해 알려줘.,3
나의 부작용에 대해서 알려주세요.,3
다의 부작용에 대해서 알려주라.,3
마의 부작용은?,3
바의 부작용이 뭐야?,3
항생제 부작용,3
사을 먹었을 때 생길 수 있는 문제가 뭔지 알려줘?,3
아을 먹었을 때 생길 수 있는 문제를 알려줄래?,3
자을 먹었을 때 생길 수 있는 문제를 알려줘.,3
하을 먹었을 때 어떤  문제가 발생할까?,3
타이레놀을 먹었을 때 생길 수 있는 문제에 대해 알려줘.,3
이부프로펜 부작용은 무엇인지 알려줘,3
이지엔 부작용이 뭔지 알려줘,3
아스피린 부작용 알려줘,3
알보칠 부작용 알려줘.,3
타미플루 부작용이 어떻게 되는지 알려줘,3
엘리멘탈 부작용에 대해 설명해줄래?,3
콜대원 부작용에 대해 설명해줘.,3
스타벅스 어떤 부작용이 있을지 알려줘,3
이부프로펜 부작용에 대해 알고 싶어.,3
C 부작용에 대해서 궁금해.,3
D 부작용은 어떤 것이 있을까?,3
E 부작용에 대해 알려줘.,3
F 부작용에 대해서 알려주세요.,3
g 부작용에 대해서 알려주라.,3
포리버연질캡슐 부작용에 대한 질문.,3
마그온플러스연질캡슐 부작용은?,3
서큐실산정 부작용이 뭐야?,3
듀카브플러스정 부작용 알려줘,3
페노제티브정 부작용이 궁금해,3
이부브롬 부작용,3
페낙손정 먹었을 때 생길 수 있는 문제가 뭐야?,3
라베콤비정 먹었을 때 생길 수 있는 문제를 알려줄래?,3
에페신에이스 먹었을 때 생길 수 있는 문제를 알려줘.,3
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
한림디스트 먹었을 때 생길 수 있는 문제에 대해 설명해줄래?,3
지엘디에노게스트 먹었을 때 생길 수 있는 문제에 대해 설명해줘.,3
비디엠 먹었을 때 생길 수 있는 문제는 어떤 것이 있을까?,3
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
알진텍정 먹었을 때 생길 수 있는 문제에 대해 알고 싶어.,3
낙손정 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
라베콤비정 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
에페신에이스 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
디에논 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
한림디스트 먹었을 때 생길 수 있는 문제가 어떻게 돼??,3
지엘디에노게스트 먹었을 때 생길 수 있는 문제가 어떻게 돼?.,3
비디엠 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
엑스키비티 먹었을 때 어떤  문제가 발생할까?,3
알진텍정 먹었을 때 생길 수 있는 문제가 어떻게 돼?,3
이부프로펜 부작용이 어떻게 돼?,3
이지엔 부작용이 어떻게 돼?,3
아스피린 부작용이 어떻게 돼?,3
알보칠 부작용이 어떻게 돼?,3
타미플루 부작용이 어떻게 돼?,3
엘리멘탈 부작용이 어떻게 돼?,3
콜대원 부작용이 어떻게 돼?.,3
스타벅스 어떤 부작용이 있을까?,3
이부프로펜 부작용이 어떻게 돼?,3
타세놀정 부작용이 어떻게 돼?,3
타세놀정 부작용이 어떻게 돼??,3
탁센 부작용이 어떻게 돼?,3
탁센 부작용이 어떻게 돼?,3
탁센 부작용이 어떻게 돼?,3
비자니정의 효과는 무엇인가요?,4
앱시토정의 효과가 뭐야?,4
앱시토의 효과 알려줄래?,4
에어페낙듀오의 효과 알려줘.,4
에어페낙듀오의 효과에 대해 알려줘.,4
에어페오의 효과에 대해서 알려줘.,4
아세리손의 효과가 어떻게 돼?,4
조인엔콘드의 효과에 대해 설명해줄래?,4
텔미로젯의 효과에 대해 설명해줘.,4
텔미로젯에는 어떤 효과가 있을까,4
텔미로젯의 효과에 대해 알고 싶어.,4
비자니정 효과는 무엇인가요?,4
앱시토정 효과가 뭐야?,4
앱시토 효과 알려줄래?,4
에어페낙듀오 효과 알려줘.,4
에어페낙듀오 효과에 대해 알려줘.,4
에어페오 효과에 대해서 알려줘.,4
아세리손 효과가 어떻게 돼?,4
조인엔콘드 효과에 대해 설명해줄래?,4
텔미로젯 효과에 대해 설명해줘.,4
텔미로젯 어떤 효과가 있을까,4
텔미로젯 효과에 대해 알고 싶어.,4
알프람은 어떨 때 먹는거야?,4
알프람은 어떨 때 먹는거야?,4
알프람은 어떨 때 먹어도 되는거야?,4
알프람은 어떨 때 먹는건지 알고 싶어.,4
타세놀은 어디가 아플 때 먹는거야?,4
타세놀은 어디가 아플 때 먹는건가요?,4
타세놀은 어디가 아플 때 먹는 것인지 알려줘.,4
다파프로은 어디가 아플 때 먹는건지 알려줄래.,4
다파프로을 어디가 아플 때 먹는건지 알고 싶어,4
다파프로은 언제 먹는거야?,4
로피롤에이은 언제 보통 먹는거야?,4
로피롤에이은 보통 언제 먹는건가요?,4
로타인은 언제 먹어야 하는 것인가요?,4
로타인은 언제 먹어야 하는지 알려줄래?,4
로타인은 언제 먹는건지 아려줘.,4
로타인을 언제 먹는건지 알고 싶어.,4
알프 어떨 때 먹는거야?,4
알프 어떨 때 먹는거야?,4
알프 어떨 때 먹어도 되는거야?,4
알프 어떨 때 먹는건지 알고 싶어.,4
타세 어디가 아플 때 먹는거야?,4
타세 어디가 아플 때 먹는건가요?,4
타세 어디가 아플 때 먹는 것인지 알려줘.,4
다파프 어디가 아플 때 먹는건지 알려줄래.,4
다파프 어디가 아플 때 먹는건지 알고 싶어,4
다파프 언제 먹는거야?,4
로피롤에 언제 보통 먹는거야?,4
로피롤에 보통 언제 먹는건가요?,4
로타 언제 먹어야 하는 것인가요?,4
로타 언제 먹어야 하는지 알려줄래?,4
로타 언제 먹는건지 알려줘.,4
로타 언제 먹는건지 알고 싶어.,4
뉴셀디의 복용 효능이 뭐야?,4
뉴셀디의 복용 효능은 무엇인가요?,4
뉴셀디의 복용 효능에 대해서 알고 싶어.,4
뉴셀디의 복용 효능을 알려줘.,4
락토폴의 복용 효능에 대해서 알려줘.,4
락토폴의 복용 효능이 궁금해.,4
락토폴의 복용 효능에 대해서 설명해줄래?,4
화인백의 복용 효능에 대해서 설명해줘.,4
뉴셀디 복용 효능이 뭐야?,4
뉴셀디 복용 효능은 무엇인가요?,4
뉴셀디 복용 효능에 대해서 알고 싶어.,4
뉴셀디 복용 효능을 알려줘.,4
락토폴 복용 효능에 대해서 알려줘.,4
락토폴 복용 효능이 궁금해.,4
락토폴 복용 효능에 대해서 설명해줄래?,4
화인백 복용 효능에 대해서 설명해줘.,4
화인백은 언제 복용하는거야?,4
화인백은 어떨 때 복용하는 것인지 알려줄래?,4
락토그린을 언제 복용하는지 알려줘.,4
락토그린을 어디가 아플 때 복용하는 것인지 알려줘.,4
락토그린은 어디가 아플 때 복용해야해?,4
화인백 언제 복용하는거야?,4
화인백 어떨 때 복용하는 것인지 알려줄래?,4
락토그린 언제 복용하는지 알려줘.,4
락토그린 어디가 아플 때 복용하는 것인지 알려줘.,4
락토그린 어디가 아플 때 복용해야해?,4
알파파워의 복용 효과는 뭐야,4
알파파워의 복용 효과에 대해 알고 싶어.,4
알파파워의 복용 효과를 설명해줘.,4
위캡 효과는 무엇인가요?,4
위캡 효과가 뭐야?,4
위캡 효과 알려줄래?,4
위캡 효과 알려줘.,4
화인백 먹으면 어디에 좋아?,4
화인백 먹으면 어디에 좋은지 알려줄래?,4
락토그린 복용하면 어디에 좋은지 알려줘.,4
락토그린 어디가 아플 때 복용하는 것인지 알려줘.,4
락토그린 어디가 아플 때 복용해야해?,4
알파파워 복용 시 어디가 좋은지 말해줘,4
알파파워의 복용하면 어디에 좋은지 알고 싶어,4
알파파워의 복용하면 어디에 좋을까,4
위캡 먹으면 어디에 좋을까,4
위캡 먹었을 때 뭐가 좋아?,4
위캡 먹으면 뭐가 어디에 좋은지 알려줄래?,4
위캡 어디에 효과 있는지 알려줘.,4
마그랑비 효과가 어떻게 돼?,4
마그랑비 효과에 대해 설명해줄래?,4
마그랑비 효과에 대해 설명해줘.,4
이부브롬에는 어떤 효과가 있을까,4
이부브롬 효과에 대해 알고 싶어.,4
이부브롬 어떨 때 먹는거야?,4
비디엠 어떨 때 먹는거야?,4
비디엠 어떨 때 먹어도 되는거야?,4
비디엠 어떨 때 먹는건지 알고 싶어.,4
엘라오일 어디가 아플 때 먹는거야?,4
엘라오일 어디가 아플 때 먹는건가요?,4
엘라오일 어디가 아플 때 먹는 것인지 알려줘.,4
마그알파 어디가 아플 때 먹는건지 알려줄래.,4
마그알파 어디가 아플 때 먹는건지 알고 싶어,4
마그알파 언제 먹는거야?,4
도배스 언제 보통 먹는거야?,4
도베스 보통 언제 먹는건가요?,4
도베스 언제 먹어야 하는 것인가요?,4
마그온맥스비 언제 먹어야 하는지 알려줄래?,4
마그온맥스비 언제 먹는건지 알려줘.,4
