text,label
카이로정 먹을 때 주의해야 할 거 있어?,0
카이로를 먹을 때 주의해야 할 거 있어?,0
카이로 복용할 때 무엇을 주의해야 해?,0
카이로정 복용할 때 무엇을 주의해야 해?,0
카이로정 복용할 때 뭐를 주의해야 해?,0
카이로 복용할 때 뭐를 주의해야 해?,0
카이로정 먹으려 할 때 무엇을 조심해야 해?,0
카이로 먹으려 할 때 무엇을 조심해야 해?,0
카이로 주의해야 할 점은?,0
트윈스타 조심해야 하는 것은 무엇입니까?,0
트윈스타 주의해야 하는 게 뭐야?,0
트윈스타 주의 해야 할 점이 뭘까요?,0
트윈스타 주의해야 할 것이 무엇일까요?,0
트윈스타 조심?,0
트윈스타 주의?,0
트윈스타 주의점 알려줘,0
트윈스타 주의해야 할 점 알려줄래?,0
트윈스타 주의점 알려줄래?,0
트윈스타 조심해야 할 것 알려줘,0
트윈스타 조심해야 할 점이 뭘까요?,0
아모잘탄 먹으려 할 때 주의해야 할 점 있어?,0
아모잘탄 먹을 때 조심해야 할 점 있어?,0
아모잘탄 먹을 건데 위험한 점 있어?,0
아모잘탄 복용하려 할 때 주의사항이 뭔지 알려줄래?,0
아모잘탄 복용하고 싶은데 주의사항이 뭐야?,0
아모잘탄 복용하고 싶은데 주의사항이 알고 싶어,0
아모잘탄 먹고 싶은데 위험한 점 있을까?,0
아모잘탄 복용하고 싶은데 위험한 점이 있을까?,0
엑스포지의 위험한 점은?,0
엑스포지의 주의사항은?,0
엑스포지의 주의 해야 할 점은?,0
엑스포지정 주의 사항을 좀 알려줄래요?,0
엑스포지정 위험한 점 있어?,0
엑스포지정 위험 사항 있나요?,0
엑스포지정 고려사항 있어?,0
엑스포지정 고려해야 할 것은?,0
엑스포지정 고려해야 할 점 알려줄래?,0
엑스포지 먹을 때 조심해야 할꺼 있을까?,0
엑스포지의 주의사항은 뭘까?,0
로이키 주의점이 무엇이 있나요?,0
로이키 먹을 건데 알려줄 사항 있어?,0
로이키 먹으려 하는데 무엇을 조심해야 할까?,0
로이키 복용 시 주의사항 알려주세요,0
로이키 복용 시 주의해야 할 점을 알려줄래요?,0
로이키 복용 시에 주의할 점이 있을까요?,0
카이로 복용 할 시 조심할 점 좀 알려줄래?,0
카이로 복용할 시 주의점 알려줘,0
카이로 복용할 때 주의할 점 알려주라고!,0
카이로 주의사항 알려주라니까?,0
카이로 주의점 몰라?,0
카이로 주의 사항 모르냐고,0
성인이 타이레놀을 복용해도 되나요?,0
아이가 타이레놀을 복용하여도 괜찮나?,0
타이레놀 복용해도 괜찮으려나?,0
타이레놀 복용해도 괜찮을까요?,0
그날엔 먹을 때 조심해야 할꺼 있을까?,0
그날엔의 주의사항은 뭘까?,0
그날엔 주의점이 무엇이 있나요?,0
그날엔 먹을 건데 알려줄 사항 있어?,0
그날엔 먹으려 하는데 무엇을 조심해야 할까?,0
그날엔 복용 시 주의사항 알려주세요,0
그날엔 복용 시 주의해야 할 점을 알려줄래요?,0
그날엔 복용 시에 주의할 점이 있을까요?,0
그날엔 복용 할 시 조심할 점 좀 알려줄래?,0
그날엔 복용할 시 주의점 알려줘,0
그날엔 복용할 때 주의할 점 알려주라고!,0
그날엔 주의사항 알려주라니까?,0
그날엔 주의점 몰라?,0
그날엔 주의 사항 모르냐고,0
포스펜정 주의 사항을 좀 알려줄래요?,0
포스펜정 위험한 점 있어?,0
포스펜정 위험 사항 있나요?,0
포스펜정 고려사항 있어?,0
포스펜정 고려해야 할 것은?,0
포스펜정 고려해야 할 점 알려줄래?,0
잔타놀정 먹을 때 주의해야 할 거 있어?,0
잔타놀를 먹을 때 주의해야 할 거 있어?,0
잔타놀 복용할 때 무엇을 주의해야 해?,0
잔타놀정 복용할 때 무엇을 주의해야 해?,0
잔타놀정 복용할 때 뭐를 주의해야 해?,0
잔타놀 복용할 때 뭐를 주의해야 해?,0
잔타놀정 먹으려 할 때 무엇을 조심해야 해?,0
잔타놀 먹으려 할 때 무엇을 조심해야 해?,0
잔타놀 주의해야 할 점은?,0
잔타놀정 조심해야 하는 것은 무엇입니까?,0
잔타놀정 주의해야 하는 게 뭐야?,0
잔타놀정 주의 해야 할 점이 뭘까요?,0
잔타놀정 주의해야 할 것이 무엇일까요?,0
잔타놀정 조심?,0
호리케 주의?,0
호리케 주의점 알려줘,0
호리케 주의해야 할 점 알려줄래?,0
호리케 주의점 알려줄래?,0
호리케 조심해야 할 것 알려줘,0
호리케 조심해야 할 점이 뭘까요?,0
노바스크 먹으려 할 때 주의해야 할 점 있어?,0
노바스크 먹을 때 조심해야 할 점 있어?,0
노바스크 먹을 건데 위험한 점 있어?,0
노바스크 복용하려 할 때 주의사항이 뭔지 알려줄래?,0
노바스크 복용하고 싶은데 주의사항이 뭐야?,0
노바스크 복용하고 싶은데 주의사항이 알고 싶어,0
노바스크 먹고 싶은데 위험한 점 있을까?,0
노바스크 복용하고 싶은데 위험한 점이 있을까?,0
잔타놀의 위험한 점은?,0
잔타놀의 주의사항은?,0
잔타놀의 주의 해야 할 점은?,0
탑큐텐 먹을 때 주의해야 할 거 있어?,0
탑큐텐를 먹을 때 주의해야 할 거 있어?,0
탑큐텐 복용할 때 무엇을 주의해야 해?,0
탑큐텐 복용할 때 무엇을 주의해야 해?,0
탑큐텐 복용할 때 뭐를 주의해야 해?,0
탑큐텐 복용할 때 뭐를 주의해야 해?,0
탑큐텐 먹으려 할 때 무엇을 조심해야 해?,0
탑큐텐 먹으려 할 때 무엇을 조심해야 해?,0
탑큐텐 주의해야 할 점은?,0
탑큐텐 조심해야 하는 것은 무엇입니까?,0
탑큐텐 주의해야 하는 게 뭐야?,0
탑큐텐 주의 해야 할 점이 뭘까요?,0
탑큐텐 주의해야 할 것이 무엇일까요?,0
세비카 조심?,0
세비카 주의?,0
세비카 주의점 알려줘,0
세비카 주의해야 할 점 알려줄래?,0
세비카 주의점 알려줄래?,0
카이세비 조심해야 할 것 알려줘,0
카이세비 조심해야 할 점이 뭘까요?,0
카이세비 먹으려 할 때 주의해야 할 점 있어?,0
카이세비 먹을 때 조심해야 할 점 있어?,0
카이세비 먹을 건데 위험한 점 있어?,0
카이세비 복용하려 할 때 주의사항이 뭔지 알려줄래?,0
세비카 복용하고 싶은데 주의사항이 뭐야?,0
탑큐텐 복용하고 싶은데 주의사항이 알고 싶어,0
카나브 먹고 싶은데 위험한 점 있을까?,0
카나브 복용하고 싶은데 위험한 점이 있을까?,0
카나브의 위험한 점은?,0
카나브의 주의사항은?,0
카나브의 주의 해야 할 점은?,0
리브스 주의 사항을 좀 알려줄래요?,0
리브스 위험한 점 있어?,0
리브스 위험 사항 있나요?,0
리브스 고려사항 있어?,0
리브스 고려해야 할 것은?,0
호리스브 고려해야 할 점 알려줄래?,0
호리스브 먹을 때 조심해야 할꺼 있을까?,0
호리스브의 주의사항은 뭘까?,0
호리스브 주의점이 무엇이 있나요?,0
호리스브 먹을 건데 알려줄 사항 있어?,0
호리스브 먹으려 하는데 무엇을 조심해야 할까?,0
호리스브 복용 시 주의사항 알려주세요,0
안젤리나 복용 시 주의해야 할 점을 알려줄래요?,0
안젤리나 복용 시에 주의할 점이 있을까요?,0
안젤리나 복용 할 시 조심할 점 좀 알려줄래?,0
안젤리나 복용할 시 주의점 알려줘,0
안젤리나 복용할 때 주의할 점 알려주라고!,0
안젤리나 주의사항 알려주라니까?,0
안젤리나 주의점 몰라?,0
탑큐텐 주의 사항 모르냐고,0
바이타믹스 먹을 때 주의해야 할 거 있어?,0
바이타믹스을 먹을 때 주의해야 할 거 있어?,0
바이타믹스 복용할 때 무엇을 주의해야 해?,0
바이타믹스 복용할 때 무엇을 주의해야 해?,0
바이타믹스 복용할 때 뭐를 주의해야 해?,0
바이타믹스 복용할 때 뭐를 주의해야 해?,0
바이타믹스 먹으려 할 때 무엇을 조심해야 해?,0
바이타믹스 먹으려 할 때 무엇을 조심해야 해?,0
바이타믹스 주의해야 할 점은?,0
노스페 조심해야 하는 것은 무엇입니까?,0
노스페 주의해야 하는 게 뭐야?,0
노스페 주의 해야 할 점이 뭘까요?,0
노스페 주의해야 할 것이 무엇일까요?,0
노스페 조심?,0
노스페 주의?,0
노스페 주의점 알려줘,0
노스페 주의해야 할 점 알려줄래?,0
바이타믹스 주의점 알려줄래?,0
바이타믹스 조심해야 할 것 알려줘,0
바이타믹스 조심해야 할 점이 뭘까요?,0
바이타믹스 먹으려 할 때 주의해야 할 점 있어?,0
바이타믹스 먹을 때 조심해야 할 점 있어?,0
바이타믹스 먹을 건데 위험한 점 있어?,0
바이타믹스 복용하려 할 때 주의사항이 뭔지 알려줄래?,0
바이타믹스 복용하고 싶은데 주의사항이 뭐야?,0
바이타믹스 복용하고 싶은데 주의사항이 알고 싶어,0
바이타믹스 먹고 싶은데 위험한 점 있을까?,0
바이타믹스 복용하고 싶은데 위험한 점이 있을까?,0
캘빈클의 위험한 점은?,0
캘빈클의 주의사항은?,0
캘빈클의 주의 해야 할 점은?,0
캘빈클 주의 사항을 좀 알려줄래요?,0
캘빈클 위험한 점 있어?,0
캘빈클 위험 사항 있나요?,0
캘빈클 고려사항 있어?,0
캘빈클 고려해야 할 것은?,0
캘빈클 고려해야 할 점 알려줄래?,0
캘빈클 먹을 때 조심해야 할꺼 있을까?,0
니바스의 주의사항은 뭘까?,0
니바스 주의점이 무엇이 있나요?,0
니바스 먹을 건데 알려줄 사항 있어?,0
니바스 먹으려 하는데 무엇을 조심해야 할까?,0
니바스 복용 시 주의사항 알려주세요,0
니바스 복용 시 주의해야 할 점을 알려줄래요?,0
니바스 복용 시에 주의할 점이 있을까요?,0
니바스 복용 할 시 조심할 점 좀 알려줄래?,0
바이타믹스 복용할 시 주의점 알려줘,0
바이타믹스 복용할 때 주의할 점 알려주라고!,0
바이타믹스 주의사항 알려주라니까?,0
바이타믹스 주의점 몰라?,0
바이타믹스 주의 사항 모르냐고,0
핫세마 얼마나 복용해야 하나요?,5
마그온맥 주의 사항이 뭐야?,0
마그온맥 주의해야 할 사항이 뭐야?,0
마그온맥 뭐를 주의해야 할까?,0
마그온맥 먹을 때 주의해야 할 것이 있을까?,0
씨이엔 주의하면 좋을 점은 뭐야?,0
씨이엔 어떤 것을 주의해야해?,0
씨이엔 먹을 때 뭐를 고려해야헤?,0
벨록 먹을 때 주의사항이 있어?,0
씨이엔 복용할 때 뭐를 고려해야헤?,0
벨록 복용할 때 주의사항이 있어?,0
벨록 복용 시 주의사항,0
벨록 복용할 때 주의 사항이 뭐야?,0
마이티 복용할 때 고려해야 할 점이 뭐야?,0
마이티 복용 시 주의사항은?,0
마이티 복용할 때 주의해야 할 것이 뭐야?,0
벨록스 먹을 시 주의사항,0
벨록스 먹을 때 주의 사항이 뭐야?,0
마이 먹을 때 고려해야 할 점이 뭐야?,0
마이 먹을 시 주의사항은?,0
마이 먹을 때 주의해야 할 것이 뭐야?,0
비자니 주의할 점이 있을 까?,0
비자니 먹을 때 주의해야 할 점이 있어?,0
이부프로펜 먹기 전에 주의해야 할 점이 있을까?,0
비자니 복용할 때 주의해야 할 점이 있어?,0
이부프로펜 복용 전에 주의해야 할 점이 있을까?,0
이부프로펜 먹기 전에 주의할 점이 있을까?,0
비자니 복용할 때 주의할 점이 있어?,0
이부프로펜 복용 전에 주의할 점이 있을까?,0
알진 복용하기 전에 알아야 할 점이 있을까?,0
알진 복용할 때 미리 알아야 할 것이 있을까?,0
알진 복용할 때 고려해야 할 점이 있을끼?,0
알진 복용할 때 고려할 점이 있을끼?,0
알진 복용할 때 어떤 점을 주의해야 할까?,0
알진 복용 시 무엇을 주의해야 하지?,0
알진 먹기 전에 알아야 할 점이 있을까?,0
알진 먹을 때 미리 알아야 할 것이 있을까?,0
알진 먹을 때 고려해야 할 점이 있을끼?,0
알진 먹을 때 어떤 점을 주의해야 할까?,0
알진 먹을 시 무엇을 주의해야 하지?,0
비자니정 복용할 때 뭐를 주의해야해?,0
비자니정 먹을 때 뭐를 주의해야해?,0
앱시토정의 주의할 점이 있어?,0
앱시토의 주의사항은?,0
에어페낙듀 먹을 때 뭐를 주의해야 할까?,0
에어페낙듀오가 가진 주의사항이 뭐야?,0
에어페오의 주의해야 하는 점이 있어?,0
아세리손 주의해야 하는게 뭐야?,0
조인엔콘드 먹을 때 고려해야 할 점이 뭐야?,0
텔미로젯이 갖고 있는 주의 사항이 있어?,0
마그 주의 사항이 어떻게돼?,0
마그 주의해야 할 사항이 어떻게돼?,0
마그 뭐를 주의해야 할까?,0
마그 먹을 때 주의해야 할 것이 있을까?,0
씨이엔브이 주의하면 좋을 점은 어떻게돼?,0
씨이엔브이 어떤 것을 주의해야해?,0
씨이엔브이 먹을 때 뭐를 고려해야헤?,0
벨록스 먹을 때 주의사항이 어떻게돼?,0
벨록스 복용 시 주의사항이 어떻게돼?,0
벨록스 복용할 때 주의 사항이 어떻게돼?,0
마이티신 복용할 때 고려해야 할 점이 어떻게돼?,0
마이티신 복용 시 주의사항은 어떻게돼?,0
마이티신 복용할 때 주의해야 할 것이 어떻게돼?,0
비자니 주의할 점이 어떻게돼?,0
비자니 먹을 때 주의해야 할 점이 어떻게돼?,0
이부프로펜 먹기 전에 주의해야 할 점이 어떻게돼?,0
진텍 복용하기 전에 알아야 할 점이 어떻게돼?,0
진텍 복용할 때 미리 알아야 할 것이 어떻게돼?,0
진텍 복용할 때 고려해야 할 점이 어떻게돼?,0
진텍 복용할 때 어떤 점을 주의해야 할까?,0
진텍 복용 시 무엇을 주의해야 하지?,0
진텍 먹기 전에 알아야 할 점이 어떻게돼?,0
진텍 먹을 때 미리 알아야 할 것이 어떻게돼?,0
진텍 먹을 때 고려해야 할 점이 어떻게돼?,0
진텍 먹을 때 어떤 점을 주의해야 할까?,0
진텍 먹을 시 무엇을 주의해야 하지?,0
비자니정 먹을 때 뭐를 주의해야해?,0
앱시토정의 주의할 점이 어떻게돼?,0
앱시토의 주의사항은 어떻게돼?,0
에어페낙듀 먹을 때 뭐를 주의해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 주의해야 하는 점이 어떻게돼?,0
아세리손 주의해야 하는게 어떻게돼?,0
조인엔콘드 먹을 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
에어페낙듀 복용할 때 뭐를 주의해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 주의해야 하는 점이 어떻게돼?,0
아세리손 주의해야 하는게 어떻게돼?,0
조인엔콘드 복용할 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
마그온맥 고려 사항이 뭐야?,0
마그온맥 고려해야 할 사항이 뭐야?,0
마그온맥 뭐를 고려해야 할까?,0
마그온맥 먹을 때 고려해야 할 것이 있을까?,0
씨이엔 고려하면 좋을 점은 뭐야?,0
씨이엔 어떤 것을 고려해야해?,0
씨이엔 먹을 때 뭐를 고려해야헤?,0
벨록 먹을 때 고려사항이 있어?,0
씨이엔 복용할 때 뭐를 주의해야헤?,0
벨록 복용할 때 고려사항이 있어?,0
벨록 복용 시 고려사항,0
벨록 복용할 때 고려 사항이 뭐야?,0
마이티 복용할 때 주의해야 할 점이 뭐야?,0
마이티 복용 시 고려사항은?,0
마이티 복용할 때 고려해야 할 것이 뭐야?,0
벨록스 먹을 시 고려사항,0
벨록스 먹을 때 고려 사항이 뭐야?,0
마이 먹을 때 주의해야 할 점이 뭐야?,0
마이 먹을 시 고려사항은?,0
마이 먹을 때 고려해야 할 것이 뭐야?,0
벨록 복용 시 주의사항,0
벨록 복용할 때 주의사항이 뭐야?,0
마이티 복용할 때 주의해야 할 사항이 뭐야?,0
마이티 복용 시 주의사항은?,0
마이티 복용할 때 주의해야 할 사항이 뭐야?,0
벨록스 먹을 시 주의사항,0
벨록스 먹을 때 고려 사항이 뭐야?,0
마이 먹을 때 주의해야 할 점이 뭐야?,0
마이 먹을 시 주의사항은?,0
마이 먹을 때 고려해야 할 사항이 뭐야?,0
비자니 고려할 점이 있을 까?,0
비자니 먹을 때 고려해야 할 점이 있어?,0
이부프로펜 먹기 전에 고려해야 할 점이 있을까?,0
비자니 복용할 때 고려해야 할 점이 있어?,0
이부프로펜 복용 전에 고려해야 할 점이 있을까?,0
알진 복용하기 전에 알아야 할 점이 있을까?,0
알진 복용할 때 미리 알아야 할 것이 있을까?,0
알진 복용할 때 알아야 할 점이 있을끼?,0
알진 복용할 때 어떤 점을 알아야 할까?,0
알진 복용 시 무엇을 알아야 하지?,0
알진 먹기 전에 알아야 할 점이 있을까?,0
알진 먹을 때 미리 알아야 할 것이 있을까?,0
알진 먹을 때 알아야 할 점이 있을끼?,0
알진 먹을 때 어떤 점을 알아야 할까?,0
알진 먹을 시 무엇을 알아야 하지?,0
비자니 고려할 사항이 있을 까?,0
비자니 먹을 때 고려해야 할 사항이 있어?,0
이부프로펜 먹기 전에 고려해야 할 사항이 있을까?,0
비자니 복용할 때 고려해야 할 사항이 있어?,0
이부프로펜 복용 전에 고려해야 할 사항이 있을까?,0
알진 복용하기 전에 알아야 할 사항이 있을까?,0
알진 복용할 때 미리 알아야 할 사항이 있을까?,0
알진 복용할 때 알아야 할 사항이 있을끼?,0
알진 복용할 때 어떤 점을 알아야 할까?,0
알진 복용 시 무엇을 알아야 하지?,0
알진 먹기 전에 알아야 할 사항이 있을까?,0
알진 먹을 때 미리 알아야 할 사항이 있을까?,0
알진 먹을 때 알아야 할 사항이 있을끼?,0
알진 먹을 때 어떤 점을 알아야 할까?,0
알진 먹을 시 무엇을 알아야 하지?,0
비자니정 복용할 때 뭐를 알아야해?,0
비자니정 먹을 때 뭐를 알아해야해?,0
앱시토정의 알아야할 점이 있어?,0
앱시토의 알아야 할 사항은?,0
에어페낙듀 먹을 때 뭐를 알아야 할까?,0
에어페낙듀오가 가진 알아야 할 사항이 뭐야?,0
에어페오의 알아야 하는 점이 있어?,0
아세리손 알아야 하는게 뭐야?,0
조인엔콘드 먹을 때 주의야 할 점이 뭐야?,0
텔미로젯이 갖고 있는 고려 사항이 있어?,0
마그 고려 사항이 어떻게돼?,0
마그 고려해야 할 사항이 어떻게돼?,0
마그 뭐를 고려해야 할까?,0
마그 먹을 때 고려해야 할 것이 있을까?,0
씨이엔브이 고려하면 좋을 점은 어떻게돼?,0
씨이엔브이 어떤 것을 고려해야해?,0
씨이엔브이 먹을 때 뭐를 주의해야헤?,0
벨록스 먹을 때 고려사항이 어떻게돼?,0
벨록스 복용 시 주고려사항이 어떻게돼?,0
벨록스 복용할 때 고려 사항이 어떻게돼?,0
마이티신 복용할 때 주의해야 할 점이 어떻게돼?,0
마이티신 복용 시 고려사항은 어떻게돼?,0
마이티신 복용할 때 고려해야 할 것이 어떻게돼?,0
비자니 고려할 점이 어떻게돼?,0
비자니 먹을 때 고려해야 할 점이 어떻게돼?,0
이부프로펜 먹기 전에 고려해야 할 점이 어떻게돼?,0
진텍 복용하기 전에 알아야 할 점이 어떻게돼?,0
진텍 복용할 때 미리 알아야 할 것이 어떻게돼?,0
진텍 복용할 때 알아야 할 점이 어떻게돼?,0
진텍 복용할 때 어떤 점을 알아야 할까?,0
진텍 복용 시 무엇을 고려해야 하지?,0
진텍 먹기 전에 알아야 할 점이 어떻게돼?,0
진텍 먹을 때 미리 알아야 할 것이 어떻게돼?,0
진텍 먹을 때 주의해야 할 점이 어떻게돼?,0
진텍 먹을 때 어떤 점을 고려해야 할까?,0
진텍 먹을 시 무엇을 고려해야 하지?,0
비자니정 먹을 때 뭐를 고려해야해?,0
앱시토정의 고려할 점이 어떻게돼?,0
앱시토의 고려사항은 어떻게돼?,0
에어페낙듀 먹을 때 뭐를 고려해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 고려해야 하는 점이 어떻게돼?,0
아세리손 고려해야 하는게 어떻게돼?,0
조인엔콘드 먹을 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
에어페낙듀 복용할 때 뭐를 주의해야 할까?,0
에어페낙듀오가 가진 주의사항이 어떻게돼?,0
에어페오의 주의해야 하는 점이 어떻게돼?,0
아세리손 주의해야 하는게 어떻게돼?,0
조인엔콘드 복용할 때 고려해야 할 점이 어떻게돼?,0
텔미로젯이 갖고 있는 주의 사항이 어떻게돼?,0
홍익대학교 근처 약국 알려줘,1
홍익대학교 약국 추천해줘,1
홍익대학교 주변의 약국 알려줘,1
홍익대학교 주변 약국 추천해줘,1
홍익대 근처 약국 알려줘,1
마포구 약국 알려줘,1
홍익대 근처 약국 위치 알려줘,1
홍대 주변 약국 목록 알려줘,1
홍대 근처 약국 알려줘,1
홍대 근처 약국 추천해줘,1
홍대 거리에 있는 약국 알려줘,1
홍대입구 근처 약국 알려줘,1
홍입 9번 출구 근처 약국 알려줘,1
홍대입구역 주변 약국 알려줘,1
홍대입구역 근처 약국 추천해줘,1
홍입 9번 출구 약국 알려줘,1
상수역 근처 약국 알려줘,1
상수역 주변 약국 알려줘,1
마포구 와우산로 약국 알려줘,1
마포구 와우산로 근처 약국 알려줘,1
마포구 상수동 주변 약국 알려줘,1
마포구 상수동 근처 약국 알려줘,1
마포구 상수동 약국 추천해줘,1
상수동 약국 알려줘,1
마포구 동교동 주변 약국 알려줘,1
근처 약국 위치 알려주세요,1
근처 약국 알려주세요,1
내 주변 약국 어디있는지 알려줘,1
내 주변 약국 어디에 있어?,1
마포구 약국 알려줄래?,1
아 홍대 약국 위치 알려줄래?,1
홍대 근처 약국이 어디에 있니?,1
홍대 근처 약국이 어디 있어?,1
홍대 근처 약국 좀 알려주세요,1
홍대 약국 추천해줘,1
홍익대학교 근처 약국 알고 싶어,1
홍익대학교 약국 알고 싶어,1
